,sum_I_new,max_I_now
scenario_4620,3292827.878562627,787512.958855747
scenario_4621,1458169.7451444697,290279.3441649323
scenario_4622,2043075.4826180646,430842.2719337184
scenario_4623,3301490.486728408,787512.958855747
scenario_4624,3132480.7068461324,745192.1193034068
scenario_4625,1967875.0412518089,410688.4954980728
scenario_4626,1374374.7426620258,268253.21399059234
scenario_4627,943635.4493111956,161813.56018539594
scenario_4628,1099408.8982371513,202645.54061570263
scenario_4629,998346.0604148353,176294.6730650678
scenario_4630,292015.74056574685,51235.468244699405
scenario_4631,1492608.2091789413,302799.5643433303
scenario_4632,1186580.3470327891,232827.30130507643
scenario_4633,298546.161880617,51235.468244699405
scenario_4634,280165.6706465524,50903.93235132598
scenario_4635,1108599.8122908114,212231.66738410384
scenario_4636,1426207.4486901537,283381.0485761036
scenario_4637,4734288.455167198,1194041.6584197516
scenario_4638,4864290.728569368,1228567.59618698
scenario_4639,4734288.455167198,1194041.6584197516
scenario_4640,803241.9416041027,127084.029491683
scenario_4641,1149691.2502829288,207885.19685992855
scenario_4642,500504.7450597664,64159.53594521224
scenario_4643,721075.1369704064,109128.92445562725
scenario_4644,1151349.5121261457,216945.5359398468
scenario_4645,480036.03466564737,56742.20841459982
scenario_4646,1498647.8490920712,308007.25207890046
scenario_4647,987750.6105945383,173685.29717299528
scenario_4648,472933.2390731987,68381.93076362458
scenario_4649,649145.2009127017,84597.81185779671
scenario_4650,815311.3988322502,116599.55419199597
scenario_4651,1409460.0536563382,284292.80559723504
scenario_4652,1857682.6864125053,406379.2036116925
scenario_4653,1053227.25365771,168100.94508665774
scenario_4654,1006474.2406157465,163846.8733952378
scenario_4655,2310406.9196234103,515596.2542875548
scenario_4656,1964345.618789859,409109.60360297584
scenario_4657,3413397.601047494,840206.5596136161
scenario_4658,2979485.9983671894,716472.0631859885
scenario_4659,3447157.237904382,840206.5596136161
scenario_4660,7527629.608687096,1947691.2187827688
scenario_4661,4700761.424999449,1170292.6246921911
scenario_4662,6952208.717663862,1797396.768545588
scenario_4663,7527629.608687096,1947691.2187827688
scenario_4664,6713723.006133668,1742298.621446872
scenario_4665,6093014.75389663,1578307.882000413
scenario_4666,3572670.70105952,869252.592611659
scenario_4667,2943490.6530630537,699282.288912052
scenario_4668,4024525.6813914473,989169.4834442572
scenario_4669,2943490.6530630537,699282.288912052
scenario_4670,658411.9086837121,81303.71737006483
scenario_4671,265881.18134607334,48211.76167669647
scenario_4672,591139.1828450335,76950.486473685
scenario_4673,734232.3165130885,94685.72409534792
scenario_4674,848241.7725286232,130597.51509837602
scenario_4675,907722.1073742474,140445.2404144936
scenario_4676,458311.6451663053,55751.34595840869
scenario_4677,298547.7330994858,48592.68699572911
scenario_4678,319764.2947210783,46568.90264382509
scenario_4679,438723.57140443224,52714.224816527865
scenario_4680,2652212.8903186144,619154.4600698495
scenario_4681,1085371.3410754742,203837.891934466
scenario_4682,787678.9642476591,104219.6095427311
scenario_4683,2652212.8903186144,619154.4600698495
scenario_4684,2139423.7952735284,480540.8854624733
scenario_4685,600071.4402507902,80969.49745117869
scenario_4686,805865.0641216205,129815.78204097586
scenario_4687,298011.8261549868,56438.4923740175
scenario_4688,315985.5027240954,57620.49719481208
scenario_4689,278922.76440475386,56438.4923740175
scenario_4690,5270287.31899119,1340199.61546359
scenario_4691,2303359.2875005556,498598.9661819958
scenario_4692,7476087.559147364,1953622.708187813
scenario_4693,5179948.41031192,1340199.61546359
scenario_4694,4758468.526308212,1217089.0348553746
scenario_4695,7024372.684149571,1845402.0668767763
scenario_4696,1465589.546643194,284718.2843102151
scenario_4697,3392824.3181491545,820238.0827864074
scenario_4698,4082958.084976016,1008821.3554434872
scenario_4699,3375824.442569753,820238.0827864074
scenario_4700,2567994.010791161,608051.6644580222
scenario_4701,4081006.8288005996,1041634.874797326
scenario_4702,6264286.126654029,1606355.5141684974
scenario_4703,2568811.7598936157,608051.6644580222
scenario_4704,3416138.492010399,836238.3458868572
scenario_4705,7152699.4462796245,1835652.4446416227
scenario_4706,4906343.496228811,1256544.3443215133
scenario_4707,8340946.288301457,2160892.1927837245
scenario_4708,7675304.841192055,1997633.190172344
scenario_4709,8340946.288301457,2160892.1927837245
scenario_4710,616720.7868719082,80580.43342095491
scenario_4711,803170.8672484262,115398.81604421131
scenario_4712,812926.9466830092,123087.32856369886
scenario_4713,717227.966146867,106815.8321416018
scenario_4714,445841.7786059413,65282.072928171525
scenario_4715,645574.23112819,80754.65128487446
scenario_4716,661166.9711870656,79066.28875652899
scenario_4717,843800.4081857258,122171.72009927208
scenario_4718,1225767.2410510357,221224.6419605025
scenario_4719,892298.2891342347,134077.5987717115
scenario_4720,3830192.313248687,933177.084649292
scenario_4721,8100406.511662583,2088041.504770206
scenario_4722,595409.2820125474,74654.67023495818
scenario_4723,3830192.313248687,933177.084649292
scenario_4724,2246199.4939607214,510886.1981014962
scenario_4725,324430.0538002734,61975.33525147214
scenario_4726,6954636.577643479,1800100.456751301
scenario_4727,2227233.6124924277,520979.7644705664
scenario_4728,3360583.668574348,824283.0942285355
scenario_4729,2224723.751988592,520979.7644705664
scenario_4730,2236855.3158245333,501298.988470198
scenario_4731,874183.1722560676,132990.73583655205
scenario_4732,4129898.1389876218,1026802.2717963376
scenario_4733,2218199.128613727,501298.988470198
scenario_4734,2378682.2416137657,538485.992754551
scenario_4735,4306994.06719974,1073982.8436708178
scenario_4736,890964.2364021535,137497.52627424913
scenario_4737,2016165.5428233084,445391.0008016333
scenario_4738,1867151.371236375,406225.64896145
scenario_4739,2012507.82642973,445391.0008016333
scenario_4740,6516617.766913307,1693564.783138803
scenario_4741,952295.2150388462,171572.33534730176
scenario_4742,5321149.119598433,1375091.5502971702
scenario_4743,6516617.766913307,1693564.783138803
scenario_4744,6661460.809318191,1729991.1451727434
scenario_4745,5471933.790254513,1414098.6391628524
scenario_4746,1054797.9903974156,199462.3562772784
scenario_4747,642311.369957774,91047.30040640714
scenario_4748,547581.107641143,67080.51099669213
scenario_4749,608452.9881799908,82273.74938578201
scenario_4750,942265.0732623546,148085.33080928022
scenario_4751,1235213.8815505106,217355.9276725861
scenario_4752,897962.6955491065,138254.04892499477
scenario_4753,792130.4206587821,108365.35978246808
scenario_4754,1025727.2168423494,169887.42840439346
scenario_4755,800599.0970401787,112481.43768442654
scenario_4756,1163046.8996370002,198216.08777232983
scenario_4757,1218760.7664993412,214132.58321974552
scenario_4758,955152.3532725766,144383.75354278562
scenario_4759,1032927.456129296,164887.26748918617
scenario_4760,756603.8491949446,105746.86205533272
scenario_4761,2501064.8486196185,585615.6987118553
scenario_4762,545805.7982474896,73961.19643221816
scenario_4763,748867.2916046712,105649.99673116796
scenario_4764,1514486.674908446,303057.44330551976
scenario_4765,1028556.4538732406,174976.31120427538
scenario_4766,3791699.859928491,932252.078441005
scenario_4767,2849440.262619041,665590.6406790719
scenario_4768,1732262.1226822326,372184.4781314705
scenario_4769,2828648.6723476895,665590.6406790719
scenario_4770,2025401.2238506135,456615.2688539459
scenario_4771,372980.93623762036,62560.13768934911
scenario_4772,6702517.593374668,1725793.8624122995
scenario_4773,2475440.8366506416,543391.6155274826
scenario_4774,1874642.036135381,416127.4129381106
scenario_4775,6496046.3063654825,1672643.0524457877
scenario_4776,732732.057285426,114841.7198302848
scenario_4777,2226970.1879087095,505572.9360811159
scenario_4778,2458872.2626870372,565658.3823584483
scenario_4779,2232818.3254489726,505572.9360811159
scenario_4780,3517164.7391998675,854798.2335894495
scenario_4781,2836214.1207221677,667760.6250853966
scenario_4782,2170637.008027391,482951.78231040586
scenario_4783,3515886.389232353,854798.2335894495
scenario_4784,3297464.148595682,795853.0252715738
scenario_4785,1974993.4553278638,436619.4571188564
scenario_4786,2626198.725891391,611837.3741187669
scenario_4787,1502111.9726368282,299136.3108476792
scenario_4788,1617887.5988032084,338204.93965212273
scenario_4789,1473274.8767210958,299044.7113368524
scenario_4790,451619.3964243801,53471.17051630248
scenario_4791,4831445.520348273,1243718.6129390805
scenario_4792,387339.39847231883,49291.54529135055
scenario_4793,653669.1224551755,102914.26678245678
scenario_4794,392224.343134365,52724.82498978597
scenario_4795,483705.9520018913,64727.61924101466
scenario_4796,4667797.597257262,1193960.5349810491
scenario_4797,3883743.115101756,986148.1027065108
scenario_4798,4152032.0308378376,1034939.4712241984
scenario_4799,3954052.0831885203,986148.1027065108
scenario_4800,490161.6977323755,57331.73794974874
scenario_4801,752338.2796502134,114868.26009621534
scenario_4802,249927.1839229102,44140.062235541256
scenario_4803,492189.9861216704,57331.73794974874
scenario_4804,469691.6338160964,56515.709975760525
scenario_4805,251404.48754316889,43992.76975152094
scenario_4806,721819.1654436125,106533.30255903969
scenario_4807,344980.4398506737,59849.35750871603
scenario_4808,367274.37838903983,59968.27951948888
scenario_4809,356018.6443119245,59849.35750871603
scenario_4810,690930.1479122404,81680.15449955172
scenario_4811,1039600.5512645137,166993.9913542383
scenario_4812,1373415.7763828158,268828.5572019984
scenario_4813,734372.8936502312,87859.49526274532
scenario_4814,671108.4606520853,81680.15449955172
scenario_4815,1339314.991434359,257644.08305427613
scenario_4816,1041879.4000971674,165833.4605533539
scenario_4817,2131315.7813005736,482284.11324849015
scenario_4818,2190288.8972353884,497013.5473348968
scenario_4819,2135909.8206194476,482284.11324849015
scenario_4820,6204211.0412812745,1588300.332875715
scenario_4821,7602245.279997173,1975602.550614388
scenario_4822,5930443.880245997,1515335.9202037498
scenario_4823,6204211.0412812745,1588300.332875715
scenario_4824,5326206.978738772,1359933.6200669913
scenario_4825,5043879.6852164995,1284047.234571596
scenario_4826,6937298.39983159,1811309.643450747
scenario_4827,6683544.169177191,1744412.8751066437
scenario_4828,7365693.365062162,1914156.657975023
scenario_4829,6683544.169177191,1744412.8751066437
scenario_4830,738274.0789104586,103893.8446694448
scenario_4831,968011.8227853014,152840.9090196941
scenario_4832,720044.0553362076,99688.1306096544
scenario_4833,827712.6512033804,127432.4539498408
scenario_4834,1142193.0750904095,208924.94906255585
scenario_4835,1268349.449918927,242931.9308421938
scenario_4836,1598742.6786815727,319408.49051078584
scenario_4837,1427718.836675129,274157.61850969214
scenario_4838,1044815.5207135538,173613.14634174903
scenario_4839,1567238.6067680279,311398.3334052386
scenario_4840,3632664.8788730954,882387.0408695777
scenario_4841,3007688.313519255,713481.9854527111
scenario_4842,678325.7432083024,80182.08967583315
scenario_4843,3632664.8788730954,882387.0408695777
scenario_4844,3974031.726663117,973904.0928312856
scenario_4845,609951.3803430847,78165.15184212179
scenario_4846,3337912.5231295377,801976.8267013818
scenario_4847,651873.2530099722,81500.49280828066
scenario_4848,437671.63912374264,72354.95546783153
scenario_4849,488546.30585720023,72400.93896007983
scenario_4850,4710623.546860033,1206713.8473256722
scenario_4851,3608247.7850089343,893710.7190468103
scenario_4852,6029421.116121575,1560573.0251267073
scenario_4853,4749490.761467411,1206713.8473256722
scenario_4854,5017749.2035540035,1285575.6259295323
scenario_4855,6333056.722180436,1635224.8823375544
scenario_4856,4001075.7869911115,982367.2105428271
scenario_4857,5285992.160168308,1345070.161927532
scenario_4858,4945187.529244229,1253538.4856584836
scenario_4859,5296177.816033069,1345070.161927532
scenario_4860,2732125.0018931017,642693.9734320538
scenario_4861,2059376.8529928937,453230.21537173615
scenario_4862,4721010.950488373,1187348.8427813998
scenario_4863,2712800.058394893,642693.9734320538
scenario_4864,3779231.2949357913,921061.0589990187
scenario_4865,5848157.726739585,1484857.9700245669
scenario_4866,3002605.2300714483,714985.4895222938
scenario_4867,5076747.151446264,1272894.1076710485
scenario_4868,3897405.263524783,958842.7094929504
scenario_4869,5076670.045786092,1272894.1076710485
scenario_4870,411552.73513495066,59667.30032965532
scenario_4871,328076.58506561717,48857.3279140406
scenario_4872,493890.4962087825,63467.44375048778
scenario_4873,439446.4927202134,59667.30032965532
scenario_4874,341973.9965383958,58862.7405490488
scenario_4875,421184.406068667,62741.73434635832
scenario_4876,284527.0799035754,47431.490824769695
scenario_4877,319746.5702850717,52642.55923762394
scenario_4878,413105.61132801924,54043.79729579476
scenario_4879,333264.73098848766,52642.55923762394
scenario_4880,1952473.9610201623,418802.7725500734
scenario_4881,5198861.43128387,1312723.5967313822
scenario_4882,1355348.4126612798,270339.1314736135
scenario_4883,1800802.9384630066,391534.01995418855
scenario_4884,1371323.2655103095,266277.31511109567
scenario_4885,470783.01649661205,67622.78316590095
scenario_4886,4469105.786859162,1124343.0406386647
scenario_4887,2421182.6962503917,532630.763054898
scenario_4888,2747277.2974740965,648905.2378278137
scenario_4889,2175582.154928093,496300.5263901491
scenario_4890,1671673.7185817638,349082.1676165035
scenario_4891,470873.864448287,68286.3169798981
scenario_4892,5031216.186334672,1274352.5605620288
scenario_4893,1809354.7102290425,371105.44976878207
scenario_4894,2378733.5385165825,534077.7665138402
scenario_4895,6004460.416805605,1529496.4443176263
scenario_4896,1154069.9082176455,216599.817730904
scenario_4897,2778687.444816845,652375.4374405165
scenario_4898,1859489.7454459511,405063.7582295446
scenario_4899,2786742.202865061,652375.4374405165
scenario_4900,5602835.039089514,1459119.7046234335
scenario_4901,1583884.2441022536,314366.28666943253
scenario_4902,6142316.61616358,1605889.411559233
scenario_4903,5585473.502668584,1459119.7046234335
scenario_4904,5698697.910078614,1482665.6869949384
scenario_4905,6229279.129715583,1629048.7240441565
scenario_4906,1589213.9183001209,329606.5233909041
scenario_4907,2023513.008931036,437669.0492264021
scenario_4908,1883847.445268668,410197.7173446766
scenario_4909,1984843.974971802,437626.8586119592
scenario_4910,498921.04395795363,80201.78807689885
scenario_4911,3307111.186849227,853697.5065213699
scenario_4912,534944.0016837458,80329.72970020928
scenario_4913,575456.7218068468,80201.78807689885
scenario_4914,515167.98668150423,80201.78807689885
scenario_4915,635923.6312136105,80329.72970020928
scenario_4916,3424552.890577253,871439.0018506739
scenario_4917,3676017.3092312906,955098.9357623992
scenario_4918,3636422.7111894847,936542.7602491762
scenario_4919,3711439.1008905387,955098.9357623992
scenario_4920,1036276.8700540699,181809.653973632
scenario_4921,4568630.975719203,1169539.846784217
scenario_4922,702870.496486462,91333.0268908068
scenario_4923,1034787.1555287032,181809.653973632
scenario_4924,1315107.5526249933,256985.84195074489
scenario_4925,876840.4776961633,138408.99725473448
scenario_4926,5011343.912355952,1284960.46508545
scenario_4927,4079985.7791960174,1032600.844551182
scenario_4928,3651489.618508829,920365.0554313714
scenario_4929,4077005.5684485547,1032600.844551182
scenario_4930,2914230.205315669,666027.8419199487
scenario_4931,1144592.2630929106,205732.21758639516
scenario_4932,8088034.199972649,2090812.2483094167
scenario_4933,2778262.691231807,638274.0321113296
scenario_4934,2111308.0922506787,459465.904855281
scenario_4935,7300949.448793928,1894178.3142132105
scenario_4936,546182.8220995644,76131.31843346807
scenario_4937,3458407.9401986534,835098.0865029772
scenario_4938,4635576.150755383,1149328.8500141357
scenario_4939,3458407.9401986534,835098.0865029772
scenario_4940,4510926.645086733,1124909.1830048834
scenario_4941,1719556.288846032,372585.3372167206
scenario_4942,3075858.4829064175,737222.8971860278
scenario_4943,4510926.645086733,1124909.1830048834
scenario_4944,4222494.573647427,1047775.8625991008
scenario_4945,2818948.931540752,667803.3463328845
scenario_4946,1511031.203514943,316972.46025964693
scenario_4947,773770.7108550272,123186.38793186186
scenario_4948,894442.1770212497,154358.73003180412
scenario_4949,775839.1778017723,123186.38793186186
scenario_4950,767432.2001228898,126048.3546527184
scenario_4951,2273133.6583081377,497289.7614269345
scenario_4952,696441.9693192292,111720.0688794673
scenario_4953,1213255.0122157976,243606.48212016805
scenario_4954,623207.5040806783,89358.99487893378
scenario_4955,911317.6293334216,169079.67806059448
scenario_4956,2306327.609692114,499827.3078247294
scenario_4957,1632702.227174071,322496.35838021856
scenario_4958,2412596.0220918506,528437.7226270069
scenario_4959,2096752.2608097945,444425.9739457639
scenario_4960,1342592.760654723,273780.90111259004
scenario_4961,2818925.5052590887,663328.3439661037
scenario_4962,1606750.412757793,343615.73835077137
scenario_4963,1342678.0180006316,273780.90111259004
scenario_4964,1619141.2660058355,347309.75606094324
scenario_4965,1918401.9931079186,426611.7745699925
scenario_4966,3207347.3842965905,767618.6974567351
scenario_4967,3607048.27985456,875168.9323601124
scenario_4968,3201018.14764639,766250.2142289461
scenario_4969,3607048.27985456,875168.9323601124
scenario_4970,1842967.9120183731,377600.839104612
scenario_4971,4146857.7683742535,1024960.010329217
scenario_4972,1907415.537906812,394874.7558796656
scenario_4973,1528897.4594085813,312746.8720962173
scenario_4974,2241781.0451131645,483416.8518828832
scenario_4975,1963809.6618841186,430873.8297581552
scenario_4976,4416881.471465945,1123536.0051056617
scenario_4977,4685013.185969322,1167885.50901016
scenario_4978,4198665.072547114,1069109.7627707105
scenario_4979,4580521.818082764,1167885.50901016
scenario_4980,4393430.703797598,1113876.6962496692
scenario_4981,2745591.7994076074,649956.9040960642
scenario_4982,2180927.782567636,504730.2125146484
scenario_4983,4411961.0920778,1113876.6962496692
scenario_4984,4775614.871297091,1214544.7180698074
scenario_4985,2758841.629079467,624108.670839503
scenario_4986,3169376.0399164595,753987.7639583299
scenario_4987,1310603.5278007898,249270.14533742383
scenario_4988,1443269.0874755536,270324.8823154599
scenario_4989,1742742.418889915,349692.4751311143
scenario_4990,956770.5025470478,159127.01948862252
scenario_4991,687570.6285982772,106796.7190316298
scenario_4992,1871931.431231869,401607.3286632216
scenario_4993,722379.7348405882,97171.69112011764
scenario_4994,519482.5329848162,73513.79275084192
scenario_4995,1072860.56029234,192491.78518071893
scenario_4996,300984.17037173297,55968.01406253072
scenario_4997,647211.2702586348,85671.95509069679
scenario_4998,1161395.585205081,223391.94501448757
scenario_4999,632232.7987848886,84441.51111372506
scenario_5000,2047723.9553766367,435646.268214339
scenario_5001,952593.9575866302,177937.44997792755
scenario_5002,3729008.2263700413,905680.356633679
scenario_5003,2013900.768697868,426973.30470107327
scenario_5004,1683797.7872907277,339679.58941963763
scenario_5005,3254083.8736757324,779215.2914904417
scenario_5006,684312.275512228,109112.55404759911
scenario_5007,1255284.8518523707,248937.9689163812
scenario_5008,1573562.6293222148,332449.69503587903
scenario_5009,1247292.7338981996,247768.73310136367
scenario_5010,3151064.617632105,787725.0413238567
scenario_5011,700621.7913731546,81373.20068490364
scenario_5012,4173436.412498131,1074070.8465757042
scenario_5013,3149005.966146102,787725.0413238567
scenario_5014,2903750.965434616,724475.4248754784
scenario_5015,3896646.146181837,1002932.6993443476
scenario_5016,601198.809160165,81373.20068490364
scenario_5017,850136.3059762807,124785.49419059424
scenario_5018,989136.5012334895,161325.75460577267
scenario_5019,846933.3429372178,124785.49419059424
scenario_5020,4778582.243127242,1202222.9017122476
scenario_5021,5387176.673715491,1371298.5095260371
scenario_5022,1569832.2953181975,305408.01997966535
scenario_5023,4778582.243127242,1202222.9017122476
scenario_5024,4378470.373628446,1095593.008199777
scenario_5025,1314759.1704064687,239403.8448990816
scenario_5026,5006095.096437453,1271271.856412244
scenario_5027,1674568.770077352,338495.4452494341
scenario_5028,1916234.4293932226,402044.7612234844
scenario_5029,1658904.921803445,335416.1136370599
scenario_5030,355659.2720565184,64357.00074443738
scenario_5031,413381.0325030197,70341.23182626806
scenario_5032,557904.5787625129,68787.56263935212
scenario_5033,354083.7690184969,64357.00074443738
scenario_5034,583475.9478277143,69176.2148522175
scenario_5035,1048571.3562458309,192403.61397277063
scenario_5036,685730.6331294547,89964.66999099897
scenario_5037,1262256.9850505742,246113.07643634884
scenario_5038,676362.1644247037,89748.34535076353
scenario_5039,1261714.803178086,246113.07643634884
scenario_5040,962190.6949817664,170830.32307049978
scenario_5041,6632494.072610389,1734083.6937621136
scenario_5042,712798.6176130325,103669.27051882655
scenario_5043,1034147.4139321407,183894.93747997173
scenario_5044,1217655.2635111655,237904.11660869117
scenario_5045,1106610.0998904095,204844.1757634463
scenario_5046,6956741.959728949,1813666.9168808763
scenario_5047,6330723.304179347,1649670.010096914
scenario_5048,6005808.028061516,1565924.3180359057
scenario_5049,6342890.400833231,1649670.010096914
scenario_5050,1829810.064746796,392697.0405850544
scenario_5051,1080224.3161172203,185545.41136783795
scenario_5052,1596042.4906133541,326317.312892438
scenario_5053,1876542.9054112684,393400.4140808454
scenario_5054,1097590.2756902669,194718.15189407844
scenario_5055,979481.9872255037,155077.08288265133
scenario_5056,651298.8499589576,80005.82947494052
scenario_5057,556831.0573650936,79837.37581762995
scenario_5058,1063508.919333728,177161.91489803535
scenario_5059,593248.1098393807,79837.37581762995
scenario_5060,7897817.793477789,2053632.370270345
scenario_5061,2794827.5558247673,657067.0675198606
scenario_5062,3478833.337758298,863911.6332247978
scenario_5063,7897817.793477789,2053632.370270345
scenario_5064,8177024.786088794,2122171.787074604
scenario_5065,3788809.6747347508,950599.7732160012
scenario_5066,3228010.578428306,773009.0925321277
scenario_5067,697454.3902105782,99125.74981784612
scenario_5068,483017.24575379846,66362.76359713615
scenario_5069,588766.3665626405,70415.73274387066
scenario_5070,1165809.4128096676,213867.61342148745
scenario_5071,2828575.315996791,672496.4657925791
scenario_5072,3584062.4262380074,868239.5412549424
scenario_5073,1159773.971346444,213867.61342148745
scenario_5074,1476377.2562654356,296219.875118195
scenario_5075,4146914.0297639132,1018244.6137549636
scenario_5076,3275247.6793877766,793008.597965721
scenario_5077,6370644.428300926,1624366.6289696563
scenario_5078,5887007.432816037,1498373.3649796117
scenario_5079,6370644.428300926,1624366.6289696563
scenario_5080,2328380.2697259393,531737.5324548888
scenario_5081,4314631.3912254665,1070507.7993382304
scenario_5082,786751.0539455223,118856.33522240422
scenario_5083,2330740.1616225266,531737.5324548888
scenario_5084,1982189.281401234,438776.8382641944
scenario_5085,762443.4906437895,108089.1631871968
scenario_5086,3904475.4123300784,960638.9968787448
scenario_5087,1686566.5015463496,357550.47149480565
scenario_5088,2023553.3645086766,434367.0943031714
scenario_5089,1731705.9707705767,358097.06117920525
scenario_5090,2015021.478535387,447668.8508721632
scenario_5091,339401.4779435896,52983.77087050754
scenario_5092,1304623.5789112994,237188.88049435327
scenario_5093,1986080.677066141,447668.8508721632
scenario_5094,2999997.028505201,705642.4060831963
scenario_5095,1896722.5340286326,404921.1756906495
scenario_5096,472972.84083882096,56264.58715314459
scenario_5097,561657.1533000804,84074.86671564613
scenario_5098,230831.31512900424,46698.001249660105
scenario_5099,366760.0161837192,49266.61009710233
scenario_5100,2397945.873023412,547855.8808262458
scenario_5101,1518083.8511814307,310311.13566655334
scenario_5102,1269664.3295968955,229845.62565453324
scenario_5103,2605674.319580954,582126.3554086027
scenario_5104,2032641.7573134766,449605.5711131903
scenario_5105,1636604.504562397,326200.70297383185
scenario_5106,1545638.4920319864,307763.6252697293
scenario_5107,659454.5629616336,79012.98180030152
scenario_5108,1570293.338885487,319536.2100513605
scenario_5109,1239259.9766764194,232524.18554615727
scenario_5110,401157.2448194008,51521.29472005377
scenario_5111,2310324.193563427,504135.72342929593
scenario_5112,767548.5802576151,123758.84686377028
scenario_5113,254433.73063403118,42158.874304292105
scenario_5114,323556.9471289791,41428.7233506114
scenario_5115,568804.6869492498,76222.06982522256
scenario_5116,1838650.0115918466,401220.2594220934
scenario_5117,4950857.032297938,1265723.839058977
scenario_5118,5271737.649746709,1350947.3312676046
scenario_5119,4947392.337618517,1265723.839058977
scenario_5120,1196195.1542254381,238847.23594871257
scenario_5121,8097546.397925437,2124491.9040391054
scenario_5122,610888.9496639224,86395.2943256935
scenario_5123,1195925.9380121033,238847.23594871257
scenario_5124,1207448.6126851696,241808.5540483465
scenario_5125,612496.319912184,87833.14331943552
scenario_5126,8107758.373137529,2126883.032802202
scenario_5127,6954993.535178621,1828717.013890732
scenario_5128,6943250.852189518,1825920.1345723213
scenario_5129,6954993.535178621,1828717.013890732
scenario_5130,2319261.625615284,506415.3014799161
scenario_5131,2268900.089296592,493764.7723018197
scenario_5132,2165473.951008752,466814.3574970219
scenario_5133,2091376.3373678047,445516.17925386585
scenario_5134,1062129.2562909916,173555.70530759735
scenario_5135,854830.835163329,120164.27452230015
scenario_5136,924170.361190052,137877.97701725832
scenario_5137,929454.985186158,141038.2667069086
scenario_5138,1870845.3815933317,389164.4570160122
scenario_5139,817345.058609056,111278.77436901534
scenario_5140,3305538.604539856,811755.283961916
scenario_5141,731517.3372531093,105031.232281829
scenario_5142,2491611.968367292,587875.5235653888
scenario_5143,3305506.1535283914,811755.283961916
scenario_5144,3319864.5960682128,815586.8168327519
scenario_5145,2502761.571290351,591248.8393406286
scenario_5146,736369.7931265819,106503.56800678076
scenario_5147,513146.76325834106,70509.87808734433
scenario_5148,506616.9418246535,70501.00913095583
scenario_5149,509757.42334135954,70509.87808734433
scenario_5150,816794.5669390333,129123.67912605632
scenario_5151,2077313.9932768908,439007.9597440665
scenario_5152,3603831.577752885,873005.6065022392
scenario_5153,714993.3545430156,102419.85247067906
scenario_5154,826282.1516485002,131573.60149786036
scenario_5155,3625839.509472636,878864.3130212292
scenario_5156,1999128.077618828,420600.04151994927
scenario_5157,6969954.373021214,1788214.7765068614
scenario_5158,6952877.087438533,1783840.793463644
scenario_5159,6969954.373021214,1788214.7765068614
scenario_5160,2111572.4675266906,464423.1824202176
scenario_5161,3554094.0632478907,863387.5222201362
scenario_5162,1479491.1595945205,287643.17313244793
scenario_5163,2083266.241553989,464423.1824202176
scenario_5164,1789406.5063795364,379078.6763995595
scenario_5165,1112802.4258910965,201496.4851377764
scenario_5166,3155687.2567264396,760259.4430721704
scenario_5167,2243088.912078881,497753.9707549983
scenario_5168,2521247.3109213384,586027.4165654756
scenario_5169,2194396.660599817,497625.3724343723
scenario_5170,2722896.845718556,665306.8713851215
scenario_5171,296826.9068942207,54942.03304575397
scenario_5172,2249774.838384075,529612.9273224864
scenario_5173,2782309.620703091,665306.8713851215
scenario_5174,3676931.431274278,914460.5960910908
scenario_5175,3293978.9428948853,771888.1670013629
scenario_5176,790579.0426654501,134201.9129058591
scenario_5177,463120.9798240627,54755.122260329386
scenario_5178,353251.5159213,51993.98830083242
scenario_5179,732107.9034503996,122403.18438391616
scenario_5180,6800906.55981583,1734246.0580912647
scenario_5181,5025635.010615308,1252977.035893316
scenario_5182,2048975.5864247663,436136.0577802706
scenario_5183,6800906.55981583,1734246.0580912647
scenario_5184,6379222.285209629,1624897.3132951937
scenario_5185,1694500.8307100835,348594.7313100367
scenario_5186,4526883.306310639,1120404.9540388037
scenario_5187,874860.2830178847,131729.47410861758
scenario_5188,1029991.7521641748,171984.48097858895
scenario_5189,825285.0302152699,118655.63517742608
scenario_5190,435465.1262735277,62459.909696564086
scenario_5191,3883558.4182190155,982044.8630335444
scenario_5192,1274921.6295098243,253947.18558918577
scenario_5193,798122.0934048118,130559.41418439354
scenario_5194,382413.72649061,61818.47191483154
scenario_5195,1107333.1974211428,202653.08704096745
scenario_5196,3668522.9766367925,903217.3723341362
scenario_5197,5972902.499939301,1547299.562632671
scenario_5198,6279749.318270949,1625053.567590691
scenario_5199,5974594.553813462,1547299.562632671
scenario_5200,506964.6608571712,68228.27267601792
scenario_5201,961808.6687414357,156964.50688242813
scenario_5202,1588865.0655788227,334685.6240383215
scenario_5203,489627.9325370811,68228.27267601792
scenario_5204,661505.4777021029,86156.33266559787
scenario_5205,2055010.1419227899,459673.0509195455
scenario_5206,1236051.745278089,234078.2980331208
scenario_5207,3335820.0480194343,802584.0157944373
scenario_5208,2753264.4403336425,646183.695367399
scenario_5209,3335820.0480194343,802584.0157944373
scenario_5210,1272383.4880366256,240631.12764979177
scenario_5211,3096938.9583779536,772110.3970960305
scenario_5212,2148079.482977116,487495.84155477566
scenario_5213,1489715.4150100164,282495.04402948794
scenario_5214,1667411.8336503871,345869.49362911
scenario_5215,2791640.796805336,639767.4074699196
scenario_5216,3737041.0579529055,901842.5395714104
scenario_5217,4951164.287099474,1272556.5180930889
